Header,Description,Instruction
38616,"{""description"": ""A dog is resting its head on a laptop keyboard, partially obscuring the screen."", ""details"": {""objects"": [""Dog"", ""Laptop""], ""scene"": ""Indoor scene"", ""spatial_info"": {""Dog"": ""Head on laptop keyboard"", ""Laptop"": ""On a surface, partially covered by the dog's head""}}, ""confidence"": 0.9498504537976241, ""recognition_status"": ""success"", ""processing_time"": 6.3039820194244385}","Definition: In this task, draw tight bounding boxes around all ""Dog"" and ""Laptop"".
Emphasis & Caution: Dog head on laptop keyboard.
Things to Avoid: -"
38828,"{""description"": ""A woman is riding a brown horse on a grassy field surrounded by trees."", ""details"": {""objects"": [""woman"", ""brown horse"", ""saddle"", ""bridle"", ""grass"", ""trees""], ""scene"": ""outdoor rural scene"", ""spatial_info"": {""woman"": ""sitting on horseback, facing right"", ""brown horse"": ""standing on grass, grazing"", ""saddle"": ""on horse's back"", ""bridle"": ""attached to horse's head"", ""grass"": ""covering ground"", ""trees"": ""in background""}}, ""confidence"": 0.9571040072590203, ""recognition_status"": ""success"", ""processing_time"": 9.574362754821777}","Definition: In this task, draw tight bounding boxes around all ""woman"" and ""brown horse"".
Emphasis & Caution: Woman sitting on horseback, facing right.
Things to Avoid: Do not annotate ""grass"" or ""trees""."
39064,"{""description"": ""A hockey player interacts with a mascot on an ice rink, surrounded by stuffed animals and a hockey stick lying on the ice."", ""details"": {""objects"": [""Hockey player wearing a helmet and jersey"", ""Mascot resembling a yellow bird with a red beak"", ""Stuffed animals including bears, a tiger, and a dog"", ""Hockey stick on the ice"", ""Ice rink surface"", ""Spectators in the background""], ""scene"": ""Indoor sports arena"", ""spatial_info"": {""Hockey player"": ""Center-right of the image, standing on the ice"", ""Mascot"": ""Left side of the image, interacting with the hockey player"", ""Stuffed animals"": ""Scattered on the ice in front of the hockey player"", ""Hockey stick"": ""Lying horizontally on the ice near the bottom left corner"", ""Spectators"": ""In the background, seated in the stands""}}, ""confidence"": 0.929831043460367, ""recognition_status"": ""success"", ""processing_time"": 14.428899765014648}","Definition: In this task, draw tight bounding boxes around all ""Hockey player wearing a helmet and jersey"" and ""Mascot resembling a yellow bird with a red beak"".
Emphasis & Caution: Center-right hockey player; left-side mascot.
Things to Avoid: Do not annotate ""Stuffed animals"", ""Hockey stick on the ice"", or ""Spectators in the background""."
39312,"{""description"": ""A lush tropical scene featuring a banana tree with green bananas, surrounded by dense foliage and misty mountains in the background."", ""details"": {""objects"": [""banana tree"", ""green bananas"", ""dense foliage"", ""misty mountains""], ""scene"": ""tropical landscape"", ""spatial_info"": {""banana tree"": ""center"", ""green bananas"": ""hanging from the tree"", ""dense foliage"": ""surrounding the tree"", ""misty mountains"": ""in the background""}}, ""confidence"": 0.9612305338148532, ""recognition_status"": ""success"", ""processing_time"": 8.690114498138428}","Definition: In this task, draw tight bounding boxes around all ""banana tree"".
Emphasis & Caution: Center.
Things to Avoid: Do not annotate ""dense foliage"" or ""misty mountains""."
39542,"{""description"": ""A fire truck is actively spraying water under a bridge, with firefighters on the vehicle and another person observing from the ground."", ""details"": {""objects"": [""Fire truck"", ""Firefighters"", ""Water spray"", ""Bridge"", ""Streetlight"", ""Trees"", ""Person standing on the ground""], ""scene"": ""Urban street"", ""spatial_info"": {""Fire truck"": ""Center of the image, facing forward"", ""Firefighters"": ""On top of the fire truck"", ""Water spray"": ""Extending from the front of the fire truck"", ""Bridge"": ""Above the fire truck"", ""Streetlight"": ""Left side of the image"", ""Trees"": ""Left side of the image"", ""Person standing on the ground"": ""Right side of the image""}}, ""confidence"": 0.9345624175644243, ""recognition_status"": ""success"", ""processing_time"": 12.574530601501465}","Definition: In this task, draw tight bounding boxes around all ""Fire truck"", ""Firefighters"", and ""Person standing on the ground"".
Emphasis & Caution: Fire truck centered; firefighters on top.
Things to Avoid: Do not annotate ""Bridge"", ""Streetlight"", ""Trees"", or ""Water spray""."
39770,"{""description"": ""A dimly lit kitchen counter featuring a kettle, a pot, and various utensils."", ""details"": {""objects"": [""kettle"", ""pot"", ""ladle"", ""spatula"", ""knife block""], ""scene"": ""indoor scene"", ""spatial_info"": {""kettle"": ""center-right"", ""pot"": ""right"", ""ladle"": ""top-left"", ""spatula"": ""left"", ""knife block"": ""far left""}}, ""confidence"": 0.9549839752912244, ""recognition_status"": ""success"", ""processing_time"": 8.43130111694336}","Definition: In this task, draw tight bounding boxes around all ""kettle"" and ""pot"".
Emphasis & Caution: -
Things to Avoid: Do not annotate ""ladle"", ""spatula"", or ""knife block""."
40037,"{""description"": ""A historic stone clock tower stands prominently against a cloudy sky, attached to a building with arched entrances and a green-topped dome in the background."", ""details"": {""objects"": [""Stone clock tower"", ""Building with arched entrances"", ""Green-topped dome structure"", ""People walking on the street""], ""scene"": ""Urban street"", ""spatial_info"": {""clock tower"": ""Central focus, extending vertically"", ""building"": ""Attached to the left side of the clock tower"", ""dome structure"": ""In the background, slightly to the right"", ""people"": ""Walking along the street in front of the building""}}, ""confidence"": 0.9367846249352619, ""recognition_status"": ""success"", ""processing_time"": 9.856734275817871}","Definition: In this task, draw tight bounding boxes around all ""People walking on the street"".
Emphasis & Caution: In front of the building.
Things to Avoid: Do not annotate ""Stone clock tower"", ""Building with arched entrances"", or ""Green-topped dome structure""."
40304,"{""description"": ""A cluttered desk setup with multiple laptops, a desktop monitor, books, and office supplies arranged in a home office environment."", ""details"": {""objects"": [""Multiple laptops"", ""Desktop computer monitor"", ""Books"", ""Office supplies"", ""Desk"", ""Chair"", ""Window with curtains"", ""Wall""], ""scene"": ""Indoor scene"", ""spatial_info"": {""laptops"": [""left"", ""center"", ""right""], ""desktop monitor"": [""center-right""], ""books"": [""left""], ""office supplies"": [""left""], ""desk"": [""central""], ""chair"": [""front-right""], ""window"": [""right""], ""wall"": [""left""]}}, ""confidence"": 0.9404444769639035, ""recognition_status"": ""success"", ""processing_time"": 11.200904607772827}","Definition: In this task, draw tight bounding boxes around all ""Multiple laptops"" and ""Desktop computer monitor"".
Emphasis & Caution: Focus on devices placed ""left"", ""center"", and ""right"" on the desk.
Things to Avoid: Do not annotate background elements like ""Desk"", ""Chair"", ""Window with curtains"", or ""Wall""."
40593,"{""description"": ""A large dam spans across a wide river, with a few small boats visible on the water near the dam."", ""details"": {""objects"": [""dam"", ""river"", ""boats"", ""people on boats"", ""bridge"", ""trees"", ""sky""], ""scene"": ""outdoor"", ""spatial_info"": {""dam"": ""center"", ""river"": ""foreground"", ""boats"": [""left"", ""right""], ""people on boats"": [""left"", ""right""], ""bridge"": ""top right"", ""trees"": ""background left"", ""sky"": ""top""}}, ""confidence"": 0.9414802933316943, ""recognition_status"": ""success"", ""processing_time"": 9.73739767074585}","Definition: In this task, draw tight bounding boxes around all ""boats"" and ""people on boats"".
Emphasis & Caution: Focus on targets located on the water in the ""foreground"".
Things to Avoid: Do not annotate background elements like ""dam"", ""river"", ""bridge"", ""trees"", or ""sky""."
40886,"{""description"": ""A baseball pitcher in a San Francisco uniform is captured mid-pitch on the mound during a game."", ""details"": {""objects"": [""baseball pitcher"", ""baseball glove"", ""baseball uniform"", ""baseball field"", ""spectators in the background""], ""scene"": ""baseball game"", ""spatial_info"": {""pitcher"": ""center"", ""baseball field"": ""background"", ""spectators"": ""further back""}}, ""confidence"": 0.953085669695105, ""recognition_status"": ""success"", ""processing_time"": 7.952599048614502}","Definition: In this task, draw tight bounding boxes around the ""baseball pitcher"".
Emphasis & Caution: Focus on the subject positioned at the ""center"".
Things to Avoid: Do not annotate ""baseball field"" or ""spectators in the background""."
41079,"{""description"": ""A vibrant kite festival takes place on a grassy hill under a clear blue sky, with numerous colorful kites flying high above the crowd."", ""details"": {""objects"": [""kites"", ""people"", ""grass"", ""hill"", ""bicycles"", ""sky""], ""scene"": ""outdoor event"", ""spatial_info"": {""kites"": ""floating in the sky"", ""people"": ""standing or walking on the hillside"", ""grass"": ""covering the ground"", ""hill"": ""a sloping area where people gather"", ""bicycles"": ""parked near the hill"", ""sky"": ""clear and blue""}}, ""confidence"": 0.940486319249148, ""recognition_status"": ""success"", ""processing_time"": 10.489762306213379}","Definition: In this task, draw tight bounding boxes around all ""people"" and ""kites"".
Emphasis & Caution: Focus on ""kites"" floating in the sky and ""people"" on the hillside.
Things to Avoid: Do not annotate background elements like ""grass"", ""hill"", ""bicycles"", or ""sky""."
41319,"{""description"": ""A person wearing a suit and glasses is standing indoors, posing for the camera."", ""details"": {""objects"": [""suit"", ""glasses"", ""tie"", ""shirt"", ""chair"", ""tablecloth"", ""picture frame"", ""wall""], ""scene"": ""indoor scene"", ""spatial_info"": {""person"": ""center"", ""chair"": ""right background"", ""tablecloth"": ""right background"", ""picture frame"": ""top center"", ""wall"": ""background""}}, ""confidence"": 0.957388307219481, ""recognition_status"": ""success"", ""processing_time"": 8.507594108581543}","Definition: In this task, draw tight bounding boxes around the ""person"".
Emphasis & Caution: Focus on the subject wearing a ""suit"" and ""glasses"".
Things to Avoid: Do not annotate background elements like ""chair"", ""tablecloth"", ""picture frame"", or ""wall""."
41575,"{""description"": ""A cozy bedroom with a bed, nightstand, chair, and a framed picture on the wall."", ""details"": {""objects"": [""bed"", ""nightstand"", ""chair"", ""lamp"", ""framed picture"", ""coat rack"", ""door"", ""rug""], ""scene"": ""indoor scene"", ""spatial_info"": {""bed"": ""center-right"", ""nightstand"": ""next to bed"", ""chair"": ""left side"", ""lamp"": ""on nightstand"", ""framed picture"": ""wall above bed"", ""coat rack"": ""near door"", ""door"": ""open, leading to another room"", ""rug"": ""on floor near door""}}, ""confidence"": 0.9540306610598225, ""recognition_status"": ""success"", ""processing_time"": 10.694448232650757}","Definition: In this task, draw tight bounding boxes around the ""bed"" and ""chair"".
Emphasis & Caution: Focus on the ""bed"" at ""center-right"".
Things to Avoid: Do not annotate ""nightstand"", ""lamp"", ""framed picture"", ""coat rack"", ""door"", or ""rug""."
41832,"{""description"": ""A homemade pizza topped with mozzarella, olives, ham, and herbs is displayed on a stovetop."", ""details"": {""objects"": [""Pizza"", ""Stovetop"", ""Fork"", ""Plate"", ""Glass container""], ""scene"": ""Indoor scene"", ""spatial_info"": {""Pizza"": ""Center of the image"", ""Stovetop"": ""Background"", ""Fork"": ""Top left corner"", ""Plate"": ""Top left corner"", ""Glass container"": ""Top right corner""}}, ""confidence"": 0.9575722169566964, ""recognition_status"": ""success"", ""processing_time"": 8.999669075012207}","Definition: In this task, draw tight bounding boxes around the ""Pizza"".
Emphasis & Caution: Focus on the ""Pizza"" at the ""Center of the image"".
Things to Avoid: Do not annotate ""Stovetop"", ""Fork"", ""Plate"", or ""Glass container""."
